file,modelo,time,score,model_size
KJD-0885.jpg,original,0.23266364700000075,0.7924546003341675,11497428
LBS-2737.jpg,original,0.21086796200000002,0.8301998376846313,11497428
IMG_0387.jpg,original,0.2106060920000008,0.8310971260070801,11497428
CYU-8900.jpg,original,0.21024046200000068,0.7997872829437256,11497428
JID-9361.jpg,original,0.20958364700000054,0.7994809150695801,11497428
KVT-4240.jpg,original,0.21056151799999867,0.8030350208282471,11497428
KPW-4317.jpg,original,0.2103103130000008,0.8568329811096191,11497428
FJY-9514 (3).jpg,original,0.2100866099999994,0.8183070421218872,11497428
DSQ-6618 (2).jpg,original,0.2102430739999992,0.7914499044418335,11497428
HSY-3077.jpg,original,0.21062062800000092,0.802321195602417,11497428
IMG_0466.jpg,original,0.21043251700000098,0.7239029407501221,11497428
KKK-2098.jpg,original,0.21027066599999955,0.782181978225708,11497428
AHH-0999.jpg,original,0.22281431400000073,0.7761315107345581,11497428
IMG_0475.jpg,original,0.20982210900000098,0.7217870354652405,11497428
KZD-5187.jpg,original,0.2099037949999989,0.8308306932449341,11497428
IMG_0467.jpg,original,0.21027496199999973,0.7165732383728027,11497428
IMG_0470.jpg,original,0.20974248099999926,0.7954987287521362,11497428
Cars424.png,original,0.21119212899999873,0.5597152709960938,11497428
Cars426.png,original,0.20983598199999953,0.6981543302536011,11497428
Cars414.png,original,0.2100301120000001,0.11531621962785721,11497428
Cars427.png,original,0.20991329599999986,0.2809898257255554,11497428
Cars413.png,original,0.2102402209999994,0.2792801260948181,11497428
Cars418.png,original,0.21047020199999977,0.7257411479949951,11497428
Cars432.png,original,0.21087331500000062,0.8532517552375793,11497428
Cars429.png,original,0.2102506660000003,0.09193938225507736,11497428
Cars423.png,original,0.21064972199999943,0.6909843683242798,11497428
Cars411.png,original,0.21056814700000004,0.7758225202560425,11497428
Cars421.png,original,0.2101447590000003,0.0698806643486023,11497428
Cars419.png,original,0.21011168399999924,0.9029673933982849,11497428
Cars405.png,original,0.20988977700000078,0.31877103447914124,11497428
Cars422.png,original,0.2099809619999995,0.28909510374069214,11497428
Cars428.png,original,0.21062940700000077,0.9123033881187439,11497428
Cars404.png,original,0.21027564799999965,0.8415266275405884,11497428
Cars416.png,original,0.20995170199999968,0.3515721261501312,11497428
Cars417.png,original,0.20993477699999907,0.7195988893508911,11497428
Cars407.png,original,0.2101329250000017,0.16391371190547943,11497428
Cars425.png,original,0.21033144500000134,0.893966794013977,11497428
Cars431.png,original,0.21110244299999792,0.23779170215129852,11497428
Cars430.png,original,0.21028538800000263,0.49934256076812744,11497428
Cars415.png,original,0.21002348000000026,0.6796078681945801,11497428
Cars400.png,original,0.21011029599999986,0.6648626327514648,11497428
Cars408.png,original,0.2095835899999976,0.06367237120866776,11497428
Cars420.png,original,0.2094309249999995,0.2805737555027008,11497428
Cars412.png,original,0.21085714700000224,0.8900151252746582,11497428
Cars401.png,original,0.20994627799999677,0.5589389801025391,11497428
Cars402.png,original,0.2099524250000009,0.14877673983573914,11497428
Cars409.png,original,0.2100914060000001,0.24867048859596252,11497428
Cars410.png,original,0.2099657389999976,0.7778880000114441,11497428
Cars406.png,original,0.21081148000000027,0.8982171416282654,11497428
Cars403.png,original,0.20965659200000175,0.22167998552322388,11497428
KJD-0885.jpg,integer_only,0.16677890699999764,0.6018414320424199,3742152
LBS-2737.jpg,integer_only,0.165439408000001,0.7137222110759467,3742152
IMG_0387.jpg,integer_only,0.16507490700000105,0.08487507374957204,3742152
CYU-8900.jpg,integer_only,0.16540022200000237,0.5015345267020166,3742152
JID-9361.jpg,integer_only,0.1668860549999991,0.7137222110759467,3742152
KVT-4240.jpg,integer_only,0.1650951280000008,0.18132402119226754,3742152
KPW-4317.jpg,integer_only,0.16544866599999963,0.621131221530959,3742152
FJY-9514 (3).jpg,integer_only,0.1651401099999994,0.5632618530653417,3742152
DSQ-6618 (2).jpg,integer_only,0.1653705549999991,0.6790005899965763,3742152
HSY-3077.jpg,integer_only,0.16499848100000136,0.5632618530653417,3742152
IMG_0466.jpg,integer_only,0.16535135200000184,0.729154042666778,3742152
KKK-2098.jpg,integer_only,0.1649918140000004,0.6018414320424199,3742152
AHH-0999.jpg,integer_only,0.16526446199999967,0.7947393269278109,3742152
IMG_0475.jpg,integer_only,0.16537474000000074,0.5825516425538808,3742152
KZD-5187.jpg,integer_only,0.16514646199999916,0.8641825690865517,3742152
IMG_0467.jpg,integer_only,0.1651310549999998,0.5208243161905557,3742152
IMG_0470.jpg,integer_only,0.16516759199999953,0.729154042666778,3742152
Cars424.png,integer_only,0.16532105499999972,0.5208243161905557,3742152
Cars426.png,integer_only,0.16510727699999705,0.32021050550974905,3742152
Cars414.png,integer_only,0.16514751800000127,0.14660240011289716,3742152
Cars427.png,integer_only,0.16495060999999822,0.0578693684656173,3742152
Cars413.png,integer_only,0.16530175900000188,0.22376155806705356,3742152
Cars418.png,integer_only,0.1653155739999974,0.729154042666778,3742152
Cars432.png,integer_only,0.16519953599999937,0.6790005899965763,3742152
Cars429.png,integer_only,0.1652057770000006,0.0385795789770782,3742152
Cars423.png,integer_only,0.16486088799999976,0.5632618530653417,3742152
Cars411.png,integer_only,0.16524844400000305,0.5208243161905557,3742152
Cars421.png,integer_only,0.1656030359999967,0.0578693684656173,3742152
Cars419.png,integer_only,0.1652916839999996,0.8217450322117656,3742152
Cars405.png,integer_only,0.1716154440000004,0.1350285264197737,3742152
Cars422.png,integer_only,0.16524451699999787,0.20832972647622228,3742152
Cars428.png,integer_only,0.16502212900000046,0.6597108005080372,3742152
Cars404.png,integer_only,0.16517757400000121,0.6790005899965763,3742152
Cars416.png,integer_only,0.1652027579999995,0.16975014749914408,3742152
Cars417.png,integer_only,0.1659667770000013,0.23919338965788484,3742152
Cars407.png,integer_only,0.16550635100000122,0.09259098954498768,3742152
Cars425.png,integer_only,0.16531720300000075,0.8718984848819673,3742152
Cars431.png,integer_only,0.16489070400000116,0.0578693684656173,3742152
Cars430.png,integer_only,0.1651252040000024,0.04629549477249384,3742152
Cars415.png,integer_only,0.16498468400000021,0.5208243161905557,3742152
Cars400.png,integer_only,0.1652778710000007,0.2854888844303787,3742152
Cars408.png,integer_only,0.16526637000000122,0.09259098954498768,3742152
Cars420.png,integer_only,0.165131425000002,0.2507672633510083,3742152
Cars412.png,integer_only,0.1651649259999992,0.39736966346390545,3742152
Cars401.png,integer_only,0.1651108499999978,0.5825516425538808,3742152
Cars402.png,integer_only,0.16511566699999847,0.10802282113581896,3742152
Cars409.png,integer_only,0.16515070299999834,0.30092071602120996,3742152
Cars410.png,integer_only,0.16514481400000136,0.6018414320424199,3742152
Cars406.png,integer_only,0.16532424100000043,0.5439720635768026,3742152
Cars403.png,integer_only,0.16548753700000063,0.5015345267020166,3742152
KJD-0885.jpg,dynamic,0.2599319619999996,0.7892276048660278,3182968
LBS-2737.jpg,dynamic,0.22895405500000265,0.8288646936416626,3182968
IMG_0387.jpg,dynamic,0.22878546200000116,0.8281620144844055,3182968
CYU-8900.jpg,dynamic,0.2331250919999981,0.7960015535354614,3182968
JID-9361.jpg,dynamic,0.22834344400000006,0.8077712059020996,3182968
KVT-4240.jpg,dynamic,0.22905588700000123,0.81531822681427,3182968
KPW-4317.jpg,dynamic,0.22904496200000324,0.8534508347511292,3182968
FJY-9514 (3).jpg,dynamic,0.2279188689999998,0.8211975693702698,3182968
DSQ-6618 (2).jpg,dynamic,0.22818220400000655,0.7968745231628418,3182968
HSY-3077.jpg,dynamic,0.2289731279999998,0.8010163307189941,3182968
IMG_0466.jpg,dynamic,0.2282759619999979,0.7242763042449951,3182968
KKK-2098.jpg,dynamic,0.22848374100000512,0.7812662124633789,3182968
AHH-0999.jpg,dynamic,0.22913472200000484,0.7768625617027283,3182968
IMG_0475.jpg,dynamic,0.22932631399999792,0.7226861715316772,3182968
KZD-5187.jpg,dynamic,0.22813220300000125,0.8363067507743835,3182968
IMG_0467.jpg,dynamic,0.22869668499999563,0.7249417901039124,3182968
IMG_0470.jpg,dynamic,0.22904885100000172,0.7985270023345947,3182968
Cars424.png,dynamic,0.2281085919999981,0.5708456039428711,3182968
Cars426.png,dynamic,0.22781594300000307,0.7004246115684509,3182968
Cars414.png,dynamic,0.22769729699999885,0.11391207575798035,3182968
Cars427.png,dynamic,0.22814166599999908,0.28220319747924805,3182968
Cars413.png,dynamic,0.22832392499999798,0.2653241455554962,3182968
Cars418.png,dynamic,0.23627933299999881,0.7374377250671387,3182968
Cars432.png,dynamic,0.2286212949999964,0.8531368970870972,3182968
Cars429.png,dynamic,0.22843761100000393,0.09105957299470901,3182968
Cars423.png,dynamic,0.22857740700000306,0.7098292112350464,3182968
Cars411.png,dynamic,0.22955846199999996,0.7755910754203796,3182968
Cars421.png,dynamic,0.2282704630000012,0.06619344651699066,3182968
Cars419.png,dynamic,0.2285143149999982,0.9037722945213318,3182968
Cars405.png,dynamic,0.22854805499999742,0.30578067898750305,3182968
Cars422.png,dynamic,0.22841259100000144,0.3017871081829071,3182968
Cars428.png,dynamic,0.2289720169999967,0.9170827269554138,3182968
Cars404.png,dynamic,0.22860872199999704,0.8368677496910095,3182968
Cars416.png,dynamic,0.22891916599999718,0.3650609850883484,3182968
Cars417.png,dynamic,0.22792357299999821,0.7181151509284973,3182968
Cars407.png,dynamic,0.22854364700000218,0.15528970956802368,3182968
Cars425.png,dynamic,0.2290206469999987,0.8942686319351196,3182968
Cars431.png,dynamic,0.2284838140000005,0.24271798133850098,3182968
Cars430.png,dynamic,0.22809435100000286,0.5007861852645874,3182968
Cars415.png,dynamic,0.22814994299999825,0.6747296452522278,3182968
Cars400.png,dynamic,0.22850812899999795,0.6718748807907104,3182968
Cars408.png,dynamic,0.2278376470000012,0.061319973319768906,3182968
Cars420.png,dynamic,0.23674512799999547,0.27301025390625,3182968
Cars412.png,dynamic,0.22877862900000423,0.888790488243103,3182968
Cars401.png,dynamic,0.22817777599999545,0.5469456911087036,3182968
Cars402.png,dynamic,0.2281716660000015,0.1427861750125885,3182968
Cars409.png,dynamic,0.2286393689999997,0.2502726912498474,3182968
Cars410.png,dynamic,0.2285119619999989,0.7746128439903259,3182968
Cars406.png,dynamic,0.22891622099999864,0.8986837267875671,3182968
Cars403.png,dynamic,0.2285903499999975,0.2267339825630188,3182968
KJD-0885.jpg,full_integer,0.1662735359999985,0.7890625,3741648
LBS-2737.jpg,full_integer,0.16606625900000438,0.828125,3741648
IMG_0387.jpg,full_integer,0.16590883300000314,0.8046875,3741648
CYU-8900.jpg,full_integer,0.1661471299999988,0.8046875,3741648
JID-9361.jpg,full_integer,0.16703709099999742,0.8046875,3741648
KVT-4240.jpg,full_integer,0.16664498000000094,0.81640625,3741648
KPW-4317.jpg,full_integer,0.16601500000000158,0.86328125,3741648
FJY-9514 (3).jpg,full_integer,0.1659462220000023,0.81640625,3741648
DSQ-6618 (2).jpg,full_integer,0.16561701799999895,0.8046875,3741648
HSY-3077.jpg,full_integer,0.16617444399999926,0.81640625,3741648
IMG_0466.jpg,full_integer,0.16558523999999863,0.72265625,3741648
KKK-2098.jpg,full_integer,0.16630135100000132,0.7890625,3741648
AHH-0999.jpg,full_integer,0.16582305500000416,0.7734375,3741648
IMG_0475.jpg,full_integer,0.16630735100000038,0.70703125,3741648
KZD-5187.jpg,full_integer,0.16617883299999647,0.83984375,3741648
IMG_0467.jpg,full_integer,0.16611488899999927,0.72265625,3741648
IMG_0470.jpg,full_integer,0.1660617949999974,0.8046875,3741648
Cars424.png,full_integer,0.16606583200000102,0.54296875,3741648
Cars426.png,full_integer,0.16607046200000042,0.6875,3741648
Cars414.png,full_integer,0.16629757300000136,0.13671875,3741648
Cars427.png,full_integer,0.16625383199999533,0.27734375,3741648
Cars413.png,full_integer,0.1664065920000013,0.27734375,3741648
Cars418.png,full_integer,0.16592581499999426,0.7421875,3741648
Cars432.png,full_integer,0.16616160999999607,0.8515625,3741648
Cars429.png,full_integer,0.1658929430000029,0.0859375,3741648
Cars423.png,full_integer,0.16605144399999716,0.6875,3741648
Cars411.png,full_integer,0.16660416599999905,0.7734375,3741648
Cars421.png,full_integer,0.16642492399999753,0.07421875,3741648
Cars419.png,full_integer,0.16620260999999914,0.8984375,3741648
Cars405.png,full_integer,0.1705625360000056,0.27734375,3741648
Cars422.png,full_integer,0.1662355919999996,0.37109375,3741648
Cars428.png,full_integer,0.16622598099999664,0.90625,3741648
Cars404.png,full_integer,0.166203129000003,0.83984375,3741648
Cars416.png,full_integer,0.16613803599999954,0.390625,3741648
Cars417.png,full_integer,0.16612205499999533,0.70703125,3741648
Cars407.png,full_integer,0.16637553600000388,0.1484375,3741648
Cars425.png,full_integer,0.16616814799999702,0.8984375,3741648
Cars431.png,full_integer,0.1667449259999998,0.2421875,3741648
Cars430.png,full_integer,0.16650812900000034,0.4765625,3741648
Cars415.png,full_integer,0.1661212029999959,0.66796875,3741648
Cars400.png,full_integer,0.16633073999999937,0.6875,3741648
Cars408.png,full_integer,0.16629638799999924,0.0625,3741648
Cars420.png,full_integer,0.16621870099999825,0.29296875,3741648
Cars412.png,full_integer,0.1660930549999975,0.890625,3741648
Cars401.png,full_integer,0.16633216600000367,0.56640625,3741648
Cars402.png,full_integer,0.16619629499999888,0.125,3741648
Cars409.png,full_integer,0.16618722099999417,0.2421875,3741648
Cars410.png,full_integer,0.16590099900000155,0.7578125,3741648
Cars406.png,full_integer,0.16600170299999917,0.8984375,3741648
Cars403.png,full_integer,0.16652568500000342,0.2265625,3741648
KJD-0885.jpg,float16,0.21669668399999864,0.7922323942184448,5832676
LBS-2737.jpg,float16,0.2090769809999955,0.8302976489067078,5832676
IMG_0387.jpg,float16,0.21010466599999944,0.8309227228164673,5832676
CYU-8900.jpg,float16,0.21666103599999786,0.7997857928276062,5832676
JID-9361.jpg,float16,0.21037918500000075,0.7994568347930908,5832676
KVT-4240.jpg,float16,0.21017559100000227,0.8030449748039246,5832676
KPW-4317.jpg,float16,0.2099821850000012,0.8569289445877075,5832676
FJY-9514 (3).jpg,float16,0.21083886899999982,0.8182660937309265,5832676
DSQ-6618 (2).jpg,float16,0.2098202399999991,0.7915106415748596,5832676
HSY-3077.jpg,float16,0.21031396200000074,0.8022574186325073,5832676
IMG_0466.jpg,float16,0.20954331400000115,0.7241690158843994,5832676
KKK-2098.jpg,float16,0.2097556109999985,0.7815045714378357,5832676
AHH-0999.jpg,float16,0.2100778880000007,0.776093065738678,5832676
IMG_0475.jpg,float16,0.2095207770000016,0.7219395637512207,5832676
KZD-5187.jpg,float16,0.20943503600000213,0.8310359716415405,5832676
IMG_0467.jpg,float16,0.20969486999999987,0.7165201902389526,5832676
IMG_0470.jpg,float16,0.20934699899999742,0.7957176566123962,5832676
Cars424.png,float16,0.2089507580000003,0.5601511001586914,5832676
Cars426.png,float16,0.20941955400000012,0.6986303329467773,5832676
Cars414.png,float16,0.20922870300000085,0.11429315060377121,5832676
Cars427.png,float16,0.2094024250000004,0.2815520763397217,5832676
Cars413.png,float16,0.20980272199999916,0.27854618430137634,5832676
Cars418.png,float16,0.21023881400000022,0.725695013999939,5832676
Cars432.png,float16,0.2098812210000034,0.8533843159675598,5832676
Cars429.png,float16,0.20945524000000404,0.09231593459844589,5832676
Cars423.png,float16,0.2095015920000023,0.6918308734893799,5832676
Cars411.png,float16,0.2097397400000034,0.7759050130844116,5832676
Cars421.png,float16,0.20946929600000175,0.07041431963443756,5832676
Cars419.png,float16,0.20917494300000072,0.9029815196990967,5832676
Cars405.png,float16,0.2095039059999948,0.31852200627326965,5832676
Cars422.png,float16,0.20985701700000448,0.2869933545589447,5832676
Cars428.png,float16,0.21005797899999834,0.9123561382293701,5832676
Cars404.png,float16,0.2094443140000024,0.8414204120635986,5832676
Cars416.png,float16,0.20936805500000588,0.3499669134616852,5832676
Cars417.png,float16,0.2095766290000043,0.7199374437332153,5832676
Cars407.png,float16,0.20943516599999867,0.16447672247886658,5832676
Cars425.png,float16,0.2098027960000053,0.8938919305801392,5832676
Cars431.png,float16,0.20940853599999798,0.23898103833198547,5832676
Cars430.png,float16,0.20971929600000294,0.4987359344959259,5832676
Cars415.png,float16,0.20995875799999908,0.679506778717041,5832676
Cars400.png,float16,0.20995655499999089,0.664739727973938,5832676
